Transaction_ID,Date,Customer_Name,Customer_ID,Product,Customer_Category,Season,Basket_Size,Product_Category,Category,Sub_Category,Payment_Method,City,Store_Type,Discount_Applied,Promotion,Unit_Price,Cost_Per_Item,Profit,Total_Items,Total_Cost,Total_Sales,Profit_Margin_Sales,Profit_Margin_Cost,is_slow_moving,is_overstocked
1000000013,02-04-2023 09:24,Allen Miles,588347,"['Trash Bags', 'Apple', 'Mop', 'Hair Gel']",Retiree,Winter,4,Trash Bags,Cleaning Supplies,Trash Bags,Mobile Payment,Seattle,Warehouse Club,False,BOGO (Buy One Get One),2.5,1.16,9.39,7,8.12,17.5,53.65714285714286,115.64039408866998,False,False
1000000014,09-04-2020 04:31,Mark Howard,639573,"['Razors', 'Laundry Detergent', 'Beef']",Retiree,Spring,3,Razors,Other,Razors,Credit Card,San Francisco,Warehouse Club,True,,33.64,15.29,18.35,1,15.29,33.64,54.54815695600475,120.01308044473514,True,False
1000000015,01-01-2021 04:29,Jesse Henderson,119040,"['Cereal', 'Vinegar', 'Bath Towels']",Retiree,Winter,3,Cereal,Grains & Bakery,Cereal,Mobile Payment,San Francisco,Convenience Store,False,BOGO (Buy One Get One),4.22,1.92,16.12,7,13.44,29.54,54.570074475287754,119.9404761904762,False,False
1000000016,15-10-2021 13:24,Eric Wall,710278,"['Air Freshener', 'Feminine Hygiene Products']",Homemaker,Spring,2,Air Freshener,Home & Misc,Air Freshener,Mobile Payment,Miami,Specialty Store,True,,19.94,9.8,50.72,5,49.0,99.7,50.872617853560676,103.51020408163265,False,False
1000000017,16-09-2021 09:28,Vanessa Peck,507535,"['Power Strips', 'Honey', 'Ketchup', 'Tea', 'Shampoo']",Senior Citizen,Fall,5,Power Strips,Household Electronics,Power Strips,Credit Card,San Francisco,Department Store,False,,1.95,1.09,6.91,8,8.72,15.6,44.294871794871796,79.24311926605505,False,False
1000000018,18-07-2022 11:33,Dominique Stout,198378,"['Mustard', 'Dustpan']",Professional,Fall,2,Mustard,Condiments,Mustard,Mobile Payment,New York,Warehouse Club,False,BOGO (Buy One Get One),32.76,17.35,46.23,3,52.050000000000004,98.28,47.03907203907203,88.81844380403456,False,False
1000000019,31-01-2021 07:52,Charles Brooks,721843,['Coffee'],Homemaker,Winter,1,Coffee,Beverages,Coffee,Debit Card,Chicago,Department Store,True,Discount on Selected Items,13.82,6.74,49.61,7,47.18,96.74000000000001,51.281786231134994,105.15048749470115,False,False
1000000020,31-10-2021 07:46,Angela Jones,38208,"['Pancake Mix', 'Vacuum Cleaner']",Teenager,Winter,2,Pancake Mix,Grains & Bakery,Pancake Mix,Cash,Houston,Pharmacy,False,Discount on Selected Items,11.98,6.99,34.92,7,48.93,83.86,41.64082995468639,71.36725935009197,False,False
1000000021,30-12-2022 20:03,John Roberts,283350,"['Coffee', 'Shaving Cream']",Retiree,Summer,2,Coffee,Beverages,Coffee,Credit Card,Miami,Department Store,False,BOGO (Buy One Get One),39.93,17.64,22.29,1,17.64,39.93,55.82268970698723,126.36054421768708,True,False
1000000022,08-06-2021 10:28,Nicole White,780217,"['Shrimp', 'Iron', 'Cleaning Spray', 'Toilet Paper', 'Peanut Butter']",Retiree,Spring,5,Shrimp,Meat & Seafood,Shrimp,Mobile Payment,New York,Warehouse Club,True,BOGO (Buy One Get One),8.91,4.34,18.25,4,17.36,35.64,51.20650953984287,105.12672811059909,False,False
1000000023,03-01-2020 23:24,Don Harris,728668,"['Dishware', 'Pickles']",Retiree,Spring,2,Dishware,Other,Dishware,Cash,San Francisco,Department Store,False,BOGO (Buy One Get One),2.79,1.42,9.59,7,9.94,19.53,49.10394265232975,96.47887323943662,False,False
1000000024,27-02-2023 16:46,Hannah Rowland,942483,"['Sponges', 'Vacuum Cleaner', 'Iron']",Student,Winter,3,Sponges,Cleaning Supplies,Sponges,Debit Card,Dallas,Pharmacy,False,,6.01,3.22,11.13,4,12.88,24.04,46.29783693843594,86.41304347826087,False,False
1000000025,14-02-2020 13:19,Jessica Gonzalez,996284,"['Broom', 'Cereal']",Professional,Fall,2,Broom,Cleaning Equipment,Broom,Credit Card,New York,Convenience Store,False,BOGO (Buy One Get One),0.78,0.5,2.85,10,5.0,7.800000000000001,36.53846153846153,57.00000000000001,False,True
1000000026,21-09-2020 10:34,Christina Smith,594084,"['Garden Hose', 'Trash Cans']",Senior Citizen,Winter,2,Garden Hose,Garden Tools,Garden Hose,Debit Card,Dallas,Warehouse Club,False,Discount on Selected Items,8.24,3.79,26.71,6,22.740000000000002,49.44,54.02508090614887,117.45822339489884,False,False
1000000027,26-03-2020 22:08,Latoya Allen,840013,"['Ketchup', 'Trash Cans', 'Toothbrush']",Professional,Spring,3,Ketchup,Condiments,Ketchup,Mobile Payment,Boston,Specialty Store,False,,2.94,1.63,13.09,10,16.299999999999997,29.4,44.523809523809526,80.30674846625769,False,False
1000000028,13-08-2022 01:26,Clayton Roth,709720,"['Tomatoes', 'Salmon']",Teenager,Fall,2,Tomatoes,Vegetables,Tomatoes,Credit Card,San Francisco,Specialty Store,True,,3.01,1.74,8.9,7,12.18,21.07,42.24015187470337,73.07060755336617,False,False
1000000029,27-02-2020 10:23,Dennis Alvarez,280799,"['Tea', 'Salmon', 'Bath Towels', 'Toothpaste']",Teenager,Summer,4,Tea,Beverages,Tea,Mobile Payment,Houston,Convenience Store,True,Discount on Selected Items,10.77,4.46,44.18,7,31.22,75.39,58.60193659636557,141.51185137732222,False,False
1000000030,08-01-2023 22:59,Jose Hill,57455,['Olive Oil'],Senior Citizen,Spring,1,Olive Oil,Pantry & Snacks,Olive Oil,Debit Card,Boston,Specialty Store,True,,73.17,42.6,30.57,1,42.6,73.17,41.779417794177945,71.76056338028168,True,False
1000000032,04-04-2023 10:57,Robert Gilbert DDS,142576,"['Apple', 'Butter']",Middle-Aged,Spring,2,Apple,Fruits,Apple,Debit Card,Chicago,Supermarket,False,,5.91,2.48,24.03,7,17.36,41.370000000000005,58.085569253081935,138.42165898617515,False,False
1000000033,26-03-2022 19:18,Thomas Oliver,523619,"['Broom', 'Chicken', 'Spinach', 'Broom']",Homemaker,Spring,4,Broom,Cleaning Equipment,Broom,Credit Card,Chicago,Specialty Store,True,Discount on Selected Items,3.33,2.28,8.41,8,18.24,26.64,31.569069069069066,46.107456140350884,False,False
1000000034,07-02-2023 14:09,Stacy Owen,516159,"['Yogurt', 'Ice Cream', 'Insect Repellent']",Teenager,Summer,3,Yogurt,Dairy,Yogurt,Credit Card,San Francisco,Supermarket,True,BOGO (Buy One Get One),6.85,4.73,10.63,5,23.650000000000002,34.25,31.036496350364967,44.94714587737844,False,False
1000000035,12-10-2022 11:57,Ann Kane,664568,"['Onions', 'Dish Soap']",Young Adult,Spring,2,Onions,Vegetables,Onions,Credit Card,Miami,Warehouse Club,False,,6.23,4.0,22.28,10,40.0,62.300000000000004,35.76243980738363,55.7,False,True
1000000036,16-10-2020 09:05,Mr. John Long,81237,"['Tomatoes', 'Mustard', 'Apple', 'Hair Gel']",Middle-Aged,Winter,4,Tomatoes,Vegetables,Tomatoes,Debit Card,Chicago,Convenience Store,True,Discount on Selected Items,4.78,2.35,9.72,4,9.4,19.12,50.836820083682014,103.40425531914894,False,False
1000000037,31-05-2020 05:35,Annette Robinson,523471,['Garden Hose'],Homemaker,Fall,1,Garden Hose,Garden Tools,Garden Hose,Mobile Payment,Los Angeles,Warehouse Club,True,BOGO (Buy One Get One),6.44,2.76,14.7,4,11.04,25.76,57.065217391304344,133.15217391304347,False,False
1000000038,11-07-2020 22:15,Kimberly Baldwin,432697,"['Shower Gel', 'Dish Soap', 'Plant Fertilizer', 'Garden Hose', 'Tuna']",Student,Fall,5,Shower Gel,Personal Care,Shower Gel,Credit Card,New York,Convenience Store,False,,8.79,5.32,24.3,7,37.24,61.529999999999994,39.49293027791322,65.25241675617616,False,False
1000000039,11-07-2023 11:36,Donald Bradford,344961,"['Potatoes', 'Air Freshener', 'Sponges', 'Onions', 'Laundry Detergent']",Young Adult,Spring,5,Potatoes,Vegetables,Potatoes,Cash,Dallas,Supermarket,False,,7.82,4.16,18.29,5,20.8,39.1,46.7774936061381,87.93269230769229,False,False
1000000040,31-05-2022 17:09,Mike Gilbert,545338,['Feminine Hygiene Products'],Professional,Winter,1,Feminine Hygiene Products,Personal Care,Feminine Hygiene Products,Credit Card,Atlanta,Department Store,False,,3.24,1.42,7.31,4,5.68,12.96,56.40432098765431,128.69718309859155,False,False
1000000041,01-07-2023 20:11,Rebecca Morton,259378,"['Shaving Cream', 'Butter']",Retiree,Summer,2,Shaving Cream,Personal Care,Shaving Cream,Debit Card,Miami,Specialty Store,True,Discount on Selected Items,7.12,3.91,25.73,8,31.28,56.96,45.172050561797754,82.25703324808184,False,False
1000000042,13-11-2023 12:48,Nicole Hernandez,705963,"['Lawn Mower', 'Eggs', 'Dustpan', 'Peanut Butter', 'Beef']",Professional,Spring,5,Lawn Mower,Garden Tools,Lawn Mower,Cash,Boston,Specialty Store,True,Discount on Selected Items,11.09,4.55,58.83,9,40.949999999999996,99.81,58.94198978058311,143.66300366300365,False,False
1000000043,12-10-2020 12:39,Paige White,707922,"['Dustpan', 'BBQ Sauce', 'Toothbrush', 'Deodorant', 'Dish Soap']",Student,Winter,5,Dustpan,Cleaning Equipment,Dustpan,Cash,Atlanta,Specialty Store,False,Discount on Selected Items,3.73,2.51,9.76,8,20.08,29.84,32.707774798927616,48.60557768924303,False,False
1000000044,21-09-2022 05:09,Mr. Lance Perkins,618869,"['Bread', 'Dustpan', 'Ketchup', 'Ironing Board']",Middle-Aged,Winter,4,Bread,Grains & Bakery,Bread,Cash,Atlanta,Department Store,False,,12.85,6.14,47.0,7,42.98,89.95,52.25125069483047,109.3531875290833,False,False
1000000045,28-10-2022 18:17,Kelly Foley,917438,['Soap'],Professional,Spring,1,Soap,Personal Care,Soap,Credit Card,Chicago,Convenience Store,False,Discount on Selected Items,41.78,25.01,33.52,2,50.02,83.56,40.114887505983724,67.01319472211115,True,False
1000000047,06-02-2023 01:31,Roberto Franklin,374619,"['Pasta', 'Olive Oil']",Retiree,Summer,2,Pasta,Grains & Bakery,Pasta,Mobile Payment,Los Angeles,Convenience Store,True,,10.87,6.04,33.78,7,42.28,76.08999999999999,44.39479563674597,79.89593188268685,False,False
1000000049,24-06-2021 14:01,Katherine Luna,76038,['Tea'],Retiree,Winter,1,Tea,Beverages,Tea,Cash,Houston,Warehouse Club,False,Discount on Selected Items,20.51,9.34,33.51,3,28.02,61.53,54.46123842028279,119.59314775160598,False,False
1000000050,10-04-2021 19:14,Ryan Hammond,971227,"['Hand Sanitizer', 'Plant Fertilizer', 'Baby Wipes', 'Hand Sanitizer', 'Power Strips']",Teenager,Summer,5,Hand Sanitizer,Home & Misc,Hand Sanitizer,Mobile Payment,San Francisco,Supermarket,False,Discount on Selected Items,78.46,54.21,24.25,1,54.21,78.46,30.907468773897527,44.733444014019554,True,False
1000000051,18-09-2023 09:06,Valerie Johnson,916818,['Bread'],Retiree,Fall,1,Bread,Grains & Bakery,Bread,Mobile Payment,Miami,Pharmacy,True,,5.52,3.49,18.26,9,31.410000000000004,49.67999999999999,36.755233494363935,58.134352117160134,False,True
1000000052,10-05-2020 17:02,Jennifer Mitchell,739752,"['Vacuum Cleaner', 'Apple', 'Shrimp', 'Trash Bags', 'Carrots']",Senior Citizen,Summer,5,Vacuum Cleaner,Household Electronics,Vacuum Cleaner,Mobile Payment,Boston,Convenience Store,False,BOGO (Buy One Get One),8.7,5.93,27.69,10,59.3,87.0,31.82758620689655,46.694772344013494,False,True
1000000053,30-12-2020 14:17,Nathan Schwartz,157957,"['Shrimp', 'Cleaning Rags', 'Olive Oil', 'Soda']",Senior Citizen,Fall,4,Shrimp,Meat & Seafood,Shrimp,Cash,Houston,Warehouse Club,False,BOGO (Buy One Get One),4.78,3.19,3.17,2,6.38,9.56,33.15899581589958,49.686520376175544,True,False
1000000054,02-03-2023 19:56,Rebecca Gilmore,663735,"['Olive Oil', 'Feminine Hygiene Products', 'Toothpaste', 'Soap', 'Bath Towels']",Retiree,Winter,5,Olive Oil,Pantry & Snacks,Olive Oil,Debit Card,Los Angeles,Specialty Store,False,,5.85,3.39,19.68,8,27.12,46.8,42.05128205128205,72.56637168141593,False,False
1000000055,23-06-2022 18:30,Todd Parrish,990207,['Peanut Butter'],Student,Fall,1,Peanut Butter,Pantry & Snacks,Peanut Butter,Mobile Payment,Seattle,Specialty Store,True,Discount on Selected Items,3.7,2.5,8.37,7,17.5,25.900000000000002,32.316602316602314,47.82857142857143,False,False
1000000056,09-05-2022 08:42,Christopher Blake,809474,['Orange'],Young Adult,Winter,1,Orange,Fruits,Orange,Cash,Dallas,Warehouse Club,False,BOGO (Buy One Get One),0.87,0.37,2.99,6,2.2199999999999998,5.22,57.27969348659004,134.6846846846847,False,False
1000000057,23-11-2021 07:49,Marie Young,997998,"['Syrup', 'Tuna', 'Paper Towels', 'Toothpaste', 'Mustard']",Homemaker,Summer,5,Syrup,Pantry & Snacks,Syrup,Cash,Los Angeles,Pharmacy,True,BOGO (Buy One Get One),4.24,1.95,6.88,3,5.85,12.72,54.088050314465406,117.60683760683762,False,False
1000000059,30-06-2020 00:58,Sharon Espinoza,17062,"['Dish Soap', 'Shower Gel', 'Lawn Mower', 'Dustpan', 'Toothpaste']",Professional,Winter,5,Dish Soap,Cleaning Supplies,Dish Soap,Debit Card,Atlanta,Specialty Store,True,,3.92,1.95,7.88,4,7.8,15.68,50.255102040816325,101.02564102564102,False,False
1000000060,11-11-2021 03:45,Rachel Rasmussen,794644,"['Dustpan', 'Bath Towels', 'Pickles', 'Sponges']",Young Adult,Fall,4,Dustpan,Cleaning Equipment,Dustpan,Credit Card,Seattle,Supermarket,True,,46.39,23.97,44.85,2,47.94,92.78,48.340159517137316,93.55444305381728,True,False
1000000061,28-10-2021 20:51,Thomas Lowery,152674,"['Milk', 'Tuna', 'Ketchup', 'Broom']",Senior Citizen,Winter,4,Milk,Other,Milk,Credit Card,Boston,Department Store,True,BOGO (Buy One Get One),3.6,1.73,18.64,10,17.3,36.0,51.77777777777778,107.74566473988439,False,False
1000000062,23-06-2021 06:46,Richard Johnston,117624,"['Beef', 'Bread', 'Dustpan']",Professional,Winter,3,Beef,Meat & Seafood,Beef,Cash,Chicago,Specialty Store,False,BOGO (Buy One Get One),17.72,11.49,31.13,5,57.45,88.6,35.135440180586905,54.18624891209747,False,False
1000000063,24-08-2023 05:20,Rebecca Vasquez,212450,"['Pancake Mix', 'Dustpan', 'Laundry Detergent', 'Garden Hose']",Professional,Summer,4,Pancake Mix,Grains & Bakery,Pancake Mix,Mobile Payment,Houston,Department Store,True,BOGO (Buy One Get One),11.15,5.65,32.97,6,33.900000000000006,66.9,49.28251121076232,97.25663716814157,False,False
1000000064,28-06-2021 06:41,Samuel Mays,721631,"['Cereal Bars', 'Air Freshener', 'Honey', 'Laundry Detergent']",Young Adult,Winter,4,Cereal Bars,Grains & Bakery,Cereal Bars,Cash,San Francisco,Department Store,True,Discount on Selected Items,12.45,6.03,19.26,3,18.09,37.349999999999994,51.56626506024098,106.46766169154229,False,False
1000000065,14-08-2023 13:19,Karen Williams,675241,"['Banana', 'Garden Hose', 'Extension Cords', 'Toothpaste', 'Syrup']",Young Adult,Spring,5,Banana,Fruits,Banana,Debit Card,New York,Department Store,False,BOGO (Buy One Get One),10.06,5.66,26.39,6,33.96,60.36,43.72100728959576,77.70906949352178,False,False
1000000066,08-04-2022 08:49,Ian Murphy,278365,['Shrimp'],Homemaker,Winter,1,Shrimp,Meat & Seafood,Shrimp,Credit Card,Miami,Department Store,True,,6.43,2.84,28.68,8,22.72,51.44,55.7542768273717,126.2323943661972,False,False
1000000067,04-04-2020 01:57,Elizabeth Li,898105,"['Broom', 'Pickles', 'Cleaning Rags']",Retiree,Spring,3,Broom,Cleaning Equipment,Broom,Mobile Payment,Miami,Specialty Store,True,,54.04,34.62,19.42,1,34.62,54.04,35.93634344929682,56.09474292316581,True,False
1000000068,30-10-2021 21:16,Brenda Chase,547909,"['Peanut Butter', 'Lawn Mower', 'Syrup', 'Chicken', 'Toothpaste']",Teenager,Fall,5,Peanut Butter,Pantry & Snacks,Peanut Butter,Cash,Dallas,Department Store,True,,22.48,9.49,38.95,3,28.47,67.44,57.75504151838672,136.81067790656834,False,False
1000000069,19-08-2022 07:26,Anthony Miranda,239175,"['Peanut Butter', 'Razors']",Retiree,Summer,2,Peanut Butter,Pantry & Snacks,Peanut Butter,Cash,Seattle,Warehouse Club,False,BOGO (Buy One Get One),6.1,4.25,14.84,8,34.0,48.8,30.40983606557377,43.64705882352941,False,False
1000000070,21-09-2020 09:18,Patricia Adams,838883,"['Mop', 'Laundry Detergent', 'Vacuum Cleaner']",Senior Citizen,Fall,3,Mop,Cleaning Equipment,Mop,Credit Card,Atlanta,Pharmacy,False,Discount on Selected Items,2.43,1.53,7.15,8,12.24,19.44,36.7798353909465,58.415032679738566,False,False
1000000071,11-05-2020 12:03,Jacob Douglas,613492,"['Eggs', 'Shower Gel', 'Olive Oil']",Retiree,Spring,3,Eggs,Meat & Seafood,Eggs,Mobile Payment,Houston,Pharmacy,False,Discount on Selected Items,12.73,5.85,6.88,1,5.85,12.73,54.045561665357425,117.60683760683762,True,False
1000000072,27-10-2022 03:15,Martin Gonzalez,975750,['Vinegar'],Student,Spring,1,Vinegar,Pantry & Snacks,Vinegar,Mobile Payment,Los Angeles,Specialty Store,False,,15.48,6.22,46.32,5,31.099999999999998,77.4,59.84496124031007,148.93890675241158,False,False
1000000073,13-06-2021 14:25,Sherry Nunez,60431,"['Shaving Cream', 'Apple', 'Pickles']",Homemaker,Summer,3,Shaving Cream,Personal Care,Shaving Cream,Credit Card,Miami,Supermarket,True,,19.63,12.65,27.9,4,50.6,78.52,35.53234844625573,55.13833992094861,False,False
1000000074,16-03-2020 13:50,Joshua Livingston,344009,"['Canned Soup', 'Tea']",Middle-Aged,Spring,2,Canned Soup,Pantry & Snacks,Canned Soup,Mobile Payment,Dallas,Supermarket,True,Discount on Selected Items,8.45,5.17,6.56,2,10.34,16.9,38.81656804733728,63.44294003868471,True,False
1000000075,28-05-2023 19:43,Kimberly Morton,425387,"['Syrup', 'Salmon']",Teenager,Summer,2,Syrup,Pantry & Snacks,Syrup,Debit Card,Seattle,Convenience Store,False,Discount on Selected Items,40.11,24.82,15.29,1,24.82,40.11,38.120169533782104,61.60354552780015,True,False
1000000078,06-01-2021 11:48,Alfred Schneider,392128,"['Light Bulbs', 'Tissues']",Homemaker,Fall,2,Light Bulbs,Household Electronics,Light Bulbs,Debit Card,Dallas,Supermarket,False,,10.31,5.23,20.31,4,20.92,41.24,49.24830261881667,97.08413001912044,False,False
1000000080,16-05-2020 23:24,Matthew Henderson,821235,"['Mop', 'Jam', 'Cheese', 'Hand Sanitizer']",Teenager,Summer,4,Mop,Cleaning Equipment,Mop,Mobile Payment,Miami,Convenience Store,True,Discount on Selected Items,65.96,43.46,22.5,1,43.46,65.96,34.11158277744087,51.771744132535666,True,False
1000000081,10-05-2022 23:55,Christina Hoover,712757,"['Diapers', 'Light Bulbs', 'Soda', 'Toothpaste']",Homemaker,Winter,4,Diapers,Baby Care,Diapers,Credit Card,New York,Warehouse Club,True,Discount on Selected Items,20.19,11.85,33.35,4,47.4,80.76,41.295195641406636,70.35864978902954,False,False
1000000082,12-09-2021 13:17,Paul Tate,892804,"['Light Bulbs', 'Hair Gel', 'Mustard', 'Iron']",Retiree,Winter,4,Light Bulbs,Household Electronics,Light Bulbs,Debit Card,New York,Specialty Store,True,BOGO (Buy One Get One),7.57,3.78,34.09,9,34.019999999999996,68.13,50.03669455452812,100.20576131687244,False,False
1000000083,10-09-2020 19:56,Melissa Rose,256147,"['Hand Sanitizer', 'Dish Soap', 'Deodorant', 'Cereal']",Teenager,Spring,4,Hand Sanitizer,Home & Misc,Hand Sanitizer,Debit Card,Seattle,Pharmacy,False,Discount on Selected Items,2.02,0.85,9.39,8,6.8,16.16,58.10643564356436,138.08823529411768,False,False
1000000084,30-05-2022 10:26,Brittany Simmons,767048,"['Ketchup', 'Toothpaste']",Student,Winter,2,Ketchup,Condiments,Ketchup,Mobile Payment,Chicago,Supermarket,False,Discount on Selected Items,17.91,8.84,45.38,5,44.2,89.55,50.675600223338925,102.66968325791854,False,False
1000000085,28-10-2020 23:16,Henry Kirk,193643,"['Toothpaste', 'Dishware', 'Bread', 'Eggs']",Student,Winter,4,Toothpaste,Personal Care,Toothpaste,Credit Card,Dallas,Supermarket,False,,10.99,5.47,27.6,5,27.349999999999998,54.95,50.227479526842586,100.91407678244974,False,False
1000000086,22-09-2020 03:20,James Richardson,93748,"['Iron', 'Plant Fertilizer', 'Eggs', 'Pickles']",Retiree,Fall,4,Iron,Household Electronics,Iron,Cash,Seattle,Specialty Store,False,,93.74,58.01,35.73,1,58.01,93.74,38.11606571367612,61.59282882261679,True,False
1000000087,03-09-2021 01:57,Keith Rodriguez,16566,"['Air Freshener', 'Chicken', 'Shaving Cream']",Retiree,Spring,3,Air Freshener,Home & Misc,Air Freshener,Cash,Chicago,Specialty Store,True,,6.79,4.01,27.74,10,40.099999999999994,67.9,40.85419734904271,69.17705735660849,False,False
1000000088,23-04-2020 04:16,Marie Owen,936216,"['Plant Fertilizer', 'Tuna', 'Orange']",Middle-Aged,Winter,3,Plant Fertilizer,Garden Tools,Plant Fertilizer,Cash,Seattle,Department Store,True,Discount on Selected Items,1.69,1.13,2.82,5,5.6499999999999995,8.45,33.37278106508876,49.91150442477876,False,False
1000000089,23-03-2021 19:58,James Adams,445286,['Mop'],Senior Citizen,Summer,1,Mop,Cleaning Equipment,Mop,Credit Card,New York,Pharmacy,True,BOGO (Buy One Get One),5.72,3.1,20.97,8,24.8,45.76,45.82604895104895,84.55645161290322,False,False
1000000090,18-11-2023 20:40,Troy Durham,571570,['Baby Wipes'],Middle-Aged,Fall,1,Baby Wipes,Baby Care,Baby Wipes,Debit Card,Los Angeles,Convenience Store,False,,4.87,2.12,19.23,7,14.84,34.09,56.409504253446755,129.5822102425876,False,False
1000000091,03-04-2023 21:35,Dr. Adam Chan,892664,"['Beef', 'Cleaning Spray', 'Sponges']",Professional,Winter,3,Beef,Meat & Seafood,Beef,Credit Card,Miami,Convenience Store,False,Discount on Selected Items,41.48,25.47,16.01,1,25.47,41.48,38.59691417550628,62.85826462504909,True,False
1000000092,08-02-2023 15:22,Mark Blankenship,775746,"['Tissues', 'Cheese', 'Toilet Paper', 'Cereal Bars', 'Cereal Bars']",Retiree,Spring,5,Tissues,Cleaning Supplies,Tissues,Mobile Payment,Miami,Pharmacy,True,BOGO (Buy One Get One),9.35,5.87,13.9,4,23.48,37.4,37.165775401069524,59.19931856899488,False,False
1000000093,30-12-2023 04:04,Brooke Bennett,450885,"['Water', 'Olive Oil']",Young Adult,Summer,2,Water,Other,Water,Cash,Boston,Convenience Store,False,BOGO (Buy One Get One),13.95,7.93,24.09,4,31.72,55.8,43.172043010752695,75.94577553593948,False,False
1000000094,10-04-2021 16:00,Dale Castaneda,927205,"['Banana', 'Toothpaste', 'Iron']",Middle-Aged,Summer,3,Banana,Fruits,Banana,Credit Card,Chicago,Pharmacy,False,BOGO (Buy One Get One),90.7,57.26,33.44,1,57.26,90.7,36.86879823594266,58.4002794271743,True,False
1000000095,08-02-2022 17:55,Jim Wells,968846,"['Potatoes', 'Cleaning Spray']",Teenager,Summer,2,Potatoes,Vegetables,Potatoes,Mobile Payment,Chicago,Convenience Store,False,BOGO (Buy One Get One),10.75,5.89,14.57,3,17.669999999999998,32.25,45.17829457364341,82.4561403508772,False,False
